protein_id	tAI
EFP79699.1	0.078839862787944
EFP80049.2	0.0852495289192689
EFP81406.1	0.0817719581711359
EFP82143.1	0.0808977294982069
EFP82296.2	0.0752100332659344
EFP83309.2	0.0812101472269807
EFP83502.1	0.0716227640985494
EFP83528.2	0.0757358571918384
EFP83660.1	0.0806823402415458
EFP85050.1	0.0810462220334181
EFP86206.1	0.0720027858790409
EFP88888.2	0.071839725112452
EFP89652.2	0.0767013489554799
EFP89928.1	0.0774642206492018
EFP91185.2	0.0784944562163659
EFP93384.2	0.0722471198210107
EFP94321.1	0.078967231801355
EGF76324.1	0.40223355090813
EGF76952.1	0.404095166526582
EGF76953.1	0.396900937221221
EGF77112.1	0.420077038823081
EGF77487.1	0.380463452058998
EGF78422.1	0.391236116222078
EGF80228.1	0.379741980818222
EGF80228.1	0.379741980818222
EGF80301.1	0.414537120251638
EGF81478.1	0.370873407454139
EGF81849.1	0.374280360908165
EGF81849.1	0.374280360908165
EGF81937.1	0.380691196520691
EGF81976.1	0.367909484462706
EGF83255.1	0.366938186237655
EGF83925.1	0.398734949606311
EGF84234.1	0.384452781028406
EGF84448.1	0.37324433671817
EGF97060.1	0.401731990240338
EGF98128.1	0.396809764418837
EGF98812.1	0.406400347393839
EGF98858.1	0.410116859835982
EGF99044.1	0.410031686090218
EGF99266.1	0.375376145099904
EGF99292.1	0.40948213595464
EGG00159.1	0.372784464278229
EGG00177.1	0.403541610978
EGG00747.1	0.395885435605775
EGG01008.1	0.377891810529078
EGG01074.1	0.379014475221885
EGG03546.1	0.3805122668288
EGG05254.1	0.380197522000101
EGG05486.1	0.400986906711176
EGG07200.1	0.382783278399386
EGG07202.1	0.385123580643895
EGG08061.1	0.381309370343977
EGG08938.1	0.344694058810013
EGG08951.1	0.407421771671906
EGG09764.1	0.392907367352946
EGG10524.1	0.400211649394667
EGG10647.1	0.383399838840423
EGG11681.1	0.377345844420125
EGG12065.1	0.388739627657347
EGG12571.1	0.404691663899964
EGO19761.1	0.0301504394254171
EGO19883.1	0.0344651322599206
EGO20195.1	0.0357463117827559
EGO20403.1	0.0328092205867416
EGO20498.1	0.0291283196255326
EGO21489.1	0.0310604323463909
EGO22601.1	0.0307130451601184
EGO23019.1	0.033182678360804
EGO23396.1	0.0313219138890038
EGO23478.1	0.0307564703464942
EGO26637.1	0.0321155809172933
EGO27501.1	0.0343313230345769
EGO27586.1	0.0318563766044152
EGO27898.1	0.02990606054596
EGO29385.1	0.032134456223543
EGO30810.1	0.0360295128481506
EGO30998.1	0.0304809879879277
EGP82836.1	0.00931144891070537
EGP83507.1	0.00980565651759024
EGP83733.1	0.00854705953619829
EGP84062.1	0.0105111067117258
EGP84066.1	0.0116382240176492
EGP84858.1	0.00813348751523098
EGP85240.1	0.016323422667274
EGP86045.1	0.0110965736491359
EGP86500.1	0.00952680689327298
EGP86736.1	0.00989429815431358
EGP88218.1	0.0140771497321474
EGP88373.1	0.0101586248458183
EGP88464.1	0.0123965924089703
EGP88958.1	0.00921629725427313
EGP89155.1	0.0100115632428624
EGP89688.1	0.0110541157090648
EGP89940.1	0.0143509897854431
EGP90108.1	0.0107064845715039
EGP90220.1	0.00888060201370564
EGP90966.1	0.00957842928985162
EGP91369.1	0.0101310088380171
EGP91423.1	0.0123008591953971
EGP91587.1	0.00923541516311717
EGR44214.1	0.41905930407712
EGR44355.1	0.375506419507924
EGR45270.1	0.472029063390976
EGR45335.1	0.395921690081765
EGR45531.1	0.406426303836936
EGR45769.1	0.401409937218856
EGR45770.1	0.410669673610222
EGR45966.1	0.444906282945274
EGR46908.1	0.395960200606379
EGR46991.1	0.394498538989484
EGR46996.1	0.400458310638512
EGR48019.1	0.353016222326025
EGR48862.1	0.392019346479591
EGR49554.1	0.415978993523236
EGR50127.1	0.383820161679182
EGR50366.1	0.440694616749773
EGR50550.1	0.399881284573839
EGR51257.1	0.408968900862561
EGR51319.1	0.393196014451262
EGR51743.1	0.45296705622048
EGR51850.1	0.402562213686584
EGR51994.1	0.46563943715929
EGR52515.1	0.409546069899362
EGR52556.1	0.445635814523264
EGX43422.1	0.340538797870544
EGX43712.1	0.31440039108417
EGX43822.1	0.35636590291889
EGX43994.1	0.30496146202132
EGX44119.1	0.32001854568901
EGX45107.1	0.327207188752487
EGX45318.1	0.336513352809817
EGX46693.1	0.331450126529421
EGX46853.1	0.326646674198093
EGX46941.1	0.335344623052659
EGX47247.1	0.355249012035315
EGX48347.1	0.340561599654679
EGX49022.1	0.315803364755205
EGX49145.1	0.354806344547026
EGX49345.1	0.330657100883236
EGX49533.1	0.320602930020621
EGX49780.1	0.328772119404484
EGX51159.1	0.345316774777083
EGX52330.1	0.343400628950718
EGX52837.1	0.325640971089417
EGX53033.1	0.336755750839494
EGX53044.1	0.350017111165942
EGX53432.1	0.352388344236465
EGX54270.1	0.329762728368427
EGX54328.1	0.303859651108799
EGX54328.1	0.303859651108799
EGX54365.1	0.316262845788216
EGY13472.1	0.410795749448427
EGY13641.1	0.438744379750236
EGY14052.1	0.426583339586753
EGY14146.1	0.415415666464412
EGY14146.1	0.415415666464412
EGY14485.1	0.458918521142313
EGY15179.1	0.449845290186824
EGY15508.1	0.475088168716833
EGY16451.1	0.414480554128585
EGY16657.1	0.445549681114425
EGY16692.1	0.449341728486308
EGY17711.1	0.473442692394266
EGY18771.1	0.493508616860306
EGY18815.1	0.495470402180498
EGY19097.1	0.39857550581397
EGY19389.1	0.477697080701855
EGY21101.1	0.439392388127621
EGY21237.1	0.4577557345372
EGY21613.1	0.416756043292949
EGY21737.1	0.465430285538415
EGY23443.1	0.369588554273102
EHS62504.1	0.0756498725041044
EHS63224.1	0.076198652643274
EHS63358.1	0.0730239668709317
EHY51943.1	0.469839690436069
EHY51967.1	0.498797792531809
EHY51988.1	0.512116711463538
EHY53097.1	0.501369932767063
EHY53164.1	0.493029986395727
EHY54405.1	0.48244422147486
EHY54726.1	0.474951533203608
EHY54924.1	0.492836178715303
EHY55473.1	0.493534441351451
EHY55677.1	0.494737809382763
EHY56086.1	0.470833182452124
EHY56221.1	0.508536715267263
EHY56327.1	0.495236771512813
EHY56637.1	0.482532422128284
EHY56744.1	0.510099791050765
EHY57421.1	0.476491457260114
EHY57878.1	0.500046681607974
EHY58232.1	0.499196409317394
EHY58287.1	0.493703767362062
EHY58288.1	0.490239070927572
EHY58750.1	0.495555746343681
EHY59147.1	0.488130052772904
EHY59979.1	0.462784212100568
EHY61172.1	0.499732711346167
EHY61196.1	0.483182897426362
EIE75693.1	0.36373760312893
EIE75922.1	0.392350684008042
EIE76084.1	0.399593871198108
EIE76696.1	0.375436191229247
EIE76730.1	0.359402091095826
EIE77003.1	0.352273548432473
EIE77061.1	0.350438618395848
EIE78041.1	0.397533914158223
EIE78650.1	0.367668984462368
EIE78990.1	0.368205429165005
EIE79579.1	0.404848745245353
EIE79820.1	0.379470899178228
EIE79839.1	0.384688622178107
EIE80171.1	0.410990861771314
EIE80254.1	0.377132057093118
EIE81037.1	0.339225743727822
EIE81042.1	0.347855486357299
EIE81151.1	0.387831271602724
EIE81264.1	0.34799314961234
EIE81874.1	0.363744873135877
EIE82227.1	0.355072964168546
EIE82882.1	0.355152067394032
EIE84760.1	0.393485530262914
EIE85063.1	0.383372441512911
EIE86354.1	0.389021862457133
EIE88281.1	0.346933252103164
EIE88938.1	0.351841749199018
EIE89118.1	0.347499135219672
EIE89891.1	0.331411710846834
EIE90221.1	0.368652053555114
EIE90225.1	0.365424580179801
EIE90235.1	0.359303351635056
EIE90240.1	0.362478343539241
EIE90241.1	0.364783400207202
EIE90414.1	0.382042362582366
EIE90652.1	0.361467017786798
EIE91373.1	0.365075121132616
EIE91383.1	0.341718607638149
EIE92684.1	0.362730715316898
EIJ93169.1	0.461793784141403
EIJ93437.1	0.468535943784146
EIJ93437.1	0.468535943784146
EJT96601.1	0.387614616122477
EJT97489.1	0.347206239469227
EJT98218.1	0.386681197686245
EJT98917.1	0.366373139783253
EJT99142.1	0.360743503931962
EJT99266.1	0.382709394513739
EJT99489.1	0.364450360555559
EJU00207.1	0.370107759184075
EJU00868.1	0.383318851538795
EJU01617.1	0.363718262468582
EJU01820.1	0.363413165692705
EJU01821.1	0.365568906306464
EJU01822.1	0.354978721342389
EJU01823.1	0.346309006151177
EJU01824.1	0.36054688914158
EJU02010.1	0.397878128448072
EJU02565.1	0.368738696953771
EJU02596.1	0.364266539610535
EJU02610.1	0.365571116116906
EJU03163.1	0.379547004701563
EJU04124.1	0.364241234482957
EJU05500.1	0.381855742906558
EJU06038.1	0.365377737152528
EJU06264.1	0.369250819781504
EJW01963.1	0.185981370409573
EJW01963.1	0.185981370409573
EJW01984.1	0.194687194795999
EJW01984.1	0.194687194795999
EJW03438.1	0.195777405077556
EJW03963.1	0.189140783185752
EJW03964.1	0.193032073448852
EJW04451.1	0.182690534744873
EJW04451.1	0.182690534744873
EJW04452.1	0.191018676289637
EJW04452.1	0.191018676289637
EJW04821.1	0.189748042666277
ELA41194.1	0.514683584474376
ELA42065.1	0.488321265670171
ELA42065.1	0.488321265670171
ELA47199.1	0.401030672507488
ELA47199.1	0.401030672507488
ELA47634.1	0.378506378194583
ELA48333.1	0.410962430130199
ELQ75663.1	0.268142966252243
EOB13229.1	0.33859821285027
EOB13364.1	0.324471625671805
EOB13364.1	0.324471625671805
EOB13366.1	0.328005081263224
EOB13892.1	0.363921858945368
EOB14829.1	0.35797191292216
EOQ98658.1	0.29269298927019
EOQ98662.1	0.357264508873124
EOQ99873.1	0.346321168584431
EOR00205.1	0.381899075659693
EOR00207.1	0.424631879962711
EOR00346.1	0.289546864457258
EOR00587.1	0.374716879921914
EOR00809.1	0.317713039006729
EOR00855.1	0.31795650708722
EOR01453.1	0.375102947899802
EOR01924.1	0.315796998006566
EOR02968.1	0.321422437979184
EOR03589.1	0.34507523540166
EOR03590.1	0.360764262798277
EOR03779.1	0.359189326196554
EOR03963.1	0.381565466449407
EPZ31007.1	0.394830847529201
EPZ32875.1	0.406996395626924
EPZ33886.1	0.380752155563507
EPZ34220.1	0.378800831518241
EPZ35907.1	0.418086846081752
EPZ36214.1	0.381657205498991
EPZ36214.1	0.381657205498991
EPZ36547.1	0.403794496803573
EQB60522.1	0.3776938751619
EQB60522.1	0.3776938751619
ESA42798.1	0.360448509117032
ESA42889.1	0.428220529451448
ESA42890.1	0.437528971911776
ESA44317.1	0.407048601564857
ESA44318.1	0.407516864996752
GAN00669.1	0.481739757606413
GAN00814.1	0.472868772296693
GAN00971.1	0.411633078646669
GAN01118.1	0.491913184746733
GAN01160.1	0.404825359339105
GAN01421.1	0.384069616741121
GAN01460.1	0.376832746298676
GAN02099.1	0.406917174283897
GAN02294.1	0.404917101140213
GAN02912.1	0.415373460133564
GAN03028.1	0.416298518712525
GAN03101.1	0.410450079685257
GAN03193.1	0.432675799464932
GAN03396.1	0.44467601952042
GAN04081.1	0.403843761189118
GAN04095.1	0.40021841913942
GAN04256.1	0.411373709007299
GAN04839.1	0.388058885995824
GAN05721.1	0.424522896660488
GAN06338.1	0.413524848996621
GAN06514.1	0.485377684964186
GAN06692.1	0.400838608062165
GAN06944.1	0.436627166659498
GAN07429.1	0.370978560474762
GAN07752.1	0.465353117089623
GAN08133.1	0.477437945953682
GAN08361.1	0.409096250088522
GAN08558.1	0.407037893504863
GAN09006.1	0.39257134441744
GAN09567.1	0.424940603488093
GAN09606.1	0.365874663486187
GAN09834.1	0.427916423555173
GAN09894.1	0.404658218309997
GAN10030.1	0.469373881179094
GAN10055.1	0.449033336499028
GAN10785.1	0.438387452086765
GAN11107.1	0.39008291635295
GAN11187.1	0.436467497435431
GES72538.1	0.354393451941447
GES72539.1	0.329576102092848
GES74159.1	0.306851300041508
GES74349.1	0.345827370232225
GES74774.1	0.316971987456778
GES74775.1	0.337325516558382
GES75555.1	0.335664919714847
GES75841.1	0.289441073276921
GES75891.1	0.304460342004748
GES76584.1	0.337975200526193
GES82716.1	0.332776591420712
GES82717.1	0.33263967777636
GES85348.1	0.330841218127144
GES89404.1	0.316154789341522
GES89591.1	0.326489587233708
GES90700.1	0.28399064914248
GET00836.1	0.331010044417829
GET00999.1	0.331554751336811
GET01000.1	0.331159632360364
GET01214.1	0.348311329074497
GET01782.1	0.325949836773701
GET01783.1	0.327140128029569
GET01805.1	0.324621248514763
GET02505.1	0.327498713618845
KAF0342767.1	0.0349126815478851
KAF0349251.1	0.0357670747650605
KAF0349252.1	0.0358989781181048
KAF0356599.1	0.0367236450202663
KAF0358388.1	0.0377140350725953
KAF0378829.1	0.0371942114726565
KAF0378830.1	0.0388287328914796
KAF0378831.1	0.0371342804141527
KAF0378832.1	0.035641721393592
KAF0395885.1	0.0382391002325096
KAF0412055.1	0.0356274604639419
KAF0416565.1	0.0351884495022003
KAF0424583.1	0.0367199036336577
KAF0424584.1	0.0359503003342135
KAF0427522.1	0.0373220792474966
KAF0434571.1	0.0354541721197632
KAF0436860.1	0.0369741116790799
KAF0436861.1	0.0359766057275359
KAF0445052.1	0.0378394505661218
KAF0446648.1	0.0367939046951281
KAF0451685.1	0.0374072578022867
KAF0452402.1	0.0376542683278537
KAF0458953.1	0.0368812623734726
KAF0467429.1	0.0363973274102251
KAF0467838.1	0.0354118487748904
KAF0474113.1	0.0382659375279377
KAF0482332.1	0.0369749769276925
KAF0488512.1	0.0314406741762863
KAF0500212.1	0.0374579666329359
KAF0500215.1	0.0361115070040208
KAF0504795.1	0.0376800778978987
KAF0504796.1	0.0396653224811591
KAF0505770.1	0.0374400849042623
KAF0506092.1	0.0392837147688754
KAF0507726.1	0.0398518689070093
KAF0509355.1	0.0361482517979187
KAF0515418.1	0.0373274241346906
KAF0521273.1	0.0365036544891497
KAF0534620.1	0.0377789444137759
KAF0539673.1	0.0424984785920113
KAF0541176.1	0.0368199960727656
KAF0541361.1	0.0357999075064988
KAF0544201.1	0.0376539107528078
KAF0553051.1	0.0365387459992848
KAF0557526.1	0.0361913375674485
KAF0557527.1	0.0373790697240101
KAF0557528.1	0.0374201891190525
KAF0557530.1	0.0357262180806841
KAF0557531.1	0.0367380731482248
KAF0561837.1	0.036840154441463
KAF1796387.1	0.437288529614351
KAF1796581.1	0.368316745436254
KAF1796773.1	0.355410520397254
KAF1796773.1	0.355410520397254
KAF1796818.1	0.389311836945962
KAF1796849.1	0.369376195716049
KAF1796926.1	0.323667128817934
KAF1797127.1	0.360131479015404
KAF1797355.1	0.377743612628444
KAF1797551.1	0.362210091871272
KAF1797619.1	0.391693308141557
KAF1797863.1	0.332284727016429
KAF1797886.1	0.374339720211904
KAF1797939.1	0.360016399675318
KAF1798450.1	0.393351666315119
KAF1798625.1	0.352842500775451
KAF1798681.1	0.444271990205822
KAF1798920.1	0.440288017653379
KAF1799108.1	0.340638161512662
KAF1799192.1	0.445765052636736
KAF1799598.1	0.358932963796108
KAF1799694.1	0.353131036736091
KAF1799949.1	0.327205472382479
KAF1799999.1	0.329685981421326
KAF1801000.1	0.444351337531495
KAF1801126.1	0.321145015524096
KAF1801206.1	0.35641714253923
KAF1801281.1	0.32830294756789
KAF1801489.1	0.33309936125472
KAF1801633.1	0.399307832764317
KAF1801760.1	0.374703682002128
KAF1802088.1	0.357989476613038
KAF1802140.1	0.390159361456946
KAF1802161.1	0.346003667010588
KAF1802537.1	0.379649030232609
KAF1802787.1	0.390634864297961
KAF1803209.1	0.449873895761362
KAF1803293.1	0.33707607732642
KAF1803386.1	0.362031890356482
KAF1803730.1	0.445306557292535
KAF1803754.1	0.351962071492399
KAF1803762.1	0.351900237058324
KAF1804170.1	0.343538519412636
KAF1804652.1	0.400828209257436
KAF1805778.1	0.399354377676804
KAF1806108.1	0.361663753459265
KAF1806478.1	0.323864978603722
KAF1806630.1	0.413429916673643
KAF1806715.1	0.369420911197357
KAF1806783.1	0.382856687483355
KAF1807116.1	0.428875528631574
KAF1807538.1	0.346789885167443
KAF3901416.1	0.341647030513348
